Sorted Json formula,prototype,prototype_name,prototype_formula,DOIs
"{""A"": {""Dy"": 0.2, ""Er"": 0.2, ""Gd"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Ce"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.jeurceramsoc.2021.05.043']
"{""A"": {""Er"": 0.2, ""Gd"": 0.2, ""Lu"": 0.2, ""Sc"": 0.2, ""Yb"": 0.2}, ""B"": {""Ce"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.jeurceramsoc.2021.05.043']
"{""A"": {""Eu"": 0.2, ""Gd"": 0.2, ""La"": 0.2, ""Sm"": 0.2, ""Y"": 0.2}, ""B"": {""Ce"": 0.5, ""Zr"": 0.5}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.ceramint.2024.10.057']
"{""A"": {""Y"": 1.0}, ""B"": {""Ce"": 0.2, ""Hf"": 0.2, ""Sn"": 0.2, ""Ti"": 0.2, ""Zr"": 0.2}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.jeurceramsoc.2021.05.044']
"{""A"": {""Er"": 0.2, ""Gd"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.jallcom.2024.178047']
"{""A"": {""Ce"": 0.2, ""Eu"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Yb"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.jeurceramsoc.2023.10.046']
"{""A"": {""Ce"": 0.2, ""Dy"": 0.2, ""Gd"": 0.2, ""La"": 0.2, ""Nd"": 0.2}, ""B"": {""Hf"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1111/jace.20157']
"{""A"": {""Ce"": 0.2, ""Gd"": 0.2, ""Ho"": 0.2, ""La"": 0.2, ""Nd"": 0.2}, ""B"": {""Hf"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1111/jace.20157']
"{""A"": {""Ce"": 0.2, ""Gd"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Tm"": 0.2}, ""B"": {""Hf"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1111/jace.20157']
"{""A"": {""Gd"": 0.2, ""Ho"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Y"": 0.2}, ""B"": {""Ce"": 0.25, ""Zr"": 0.75}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.jallcom.2025.180913']
"{""A"": {""Yb"": 1.0}, ""B"": {""Nb"": 0.33, ""Y"": 0.33, ""Zr"": 0.33}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}","['https://doi.org/10.1007/s11666-025-02033-0', 'https://doi.org/10.1038/s44334-025-00050-z']"
"{""A"": {""Er"": 0.3333, ""Y"": 0.3333, ""Yb"": 0.3333}, ""B"": {""Nb"": 0.5, ""Ta"": 0.5}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.ceramint.2021.12.069']
"{""A"": {""Dy"": 0.2, ""Er"": 0.2, ""Ho"": 0.2, ""Lu"": 0.2, ""Tm"": 0.2}, ""B"": {""Hf"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}","['https://doi.org/10.1016/j.ceramint.2024.02.148', 'https://doi.org/10.1016/j.jallcom.2025.179216', 'https://doi.org/10.1016/j.jeurceramsoc.2023.10.066', 'https://doi.org/10.1016/j.jeurceramsoc.2024.116979', 'https://doi.org/10.1016/j.jmrt.2023.10.039', 'https://doi.org/10.1016/j.surfcoat.2025.132183']"
"{""A"": {""Er"": 0.1667, ""Eu"": 0.1667, ""Lu"": 0.1667, ""Sm"": 0.1667, ""Y"": 0.1667, ""Yb"": 0.1667}, ""B"": {""Nb"": 0.5, ""Ta"": 0.5}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1007/s40145-020-0368-7']
"{""A"": {""Dy"": 0.2, ""Gd"": 0.2, ""Lu"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Gd"": 0.5, ""Ta"": 0.5}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.ceramint.2023.09.324']
"{""A"": {""La"": 0.2, ""Lu"": 0.2, ""Nd"": 0.2, ""Pr"": 0.2, ""Yb"": 0.2}, ""B"": {""Gd"": 0.5, ""Ta"": 0.5}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.ceramint.2023.09.324']
"{""A"": {""Dy"": 0.0833, ""Er"": 0.0833, ""Gd"": 0.0833, ""Sm"": 0.6667, ""Yb"": 0.0833}, ""B"": {""Ta"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.ceramint.2024.08.298']
"{""A"": {""Ce"": 0.2, ""La"": 0.2, ""Pr"": 0.2, ""Sc"": 0.2, ""Y"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.jmst.2023.05.060']
"{""A"": {""Ce"": 0.2, ""Er"": 0.2, ""Gd"": 0.2, ""La"": 0.2, ""Sm"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.ceramint.2024.08.427']
"{""A"": {""Dy"": 0.2, ""Er"": 0.2, ""Gd"": 0.2, ""Sm"": 0.2, ""Yb"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1111/jace.20629']
"{""A"": {""Eu"": 0.1333, ""Gd"": 0.1333, ""La"": 0.1333, ""Nd"": 0.1333, ""Sm"": 0.1333, ""Y"": 0.3333}, ""B"": {""Ce"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.jallcom.2025.179216']
"{""A"": {""Gd"": 1.0}, ""B"": {""Sn"": 0.3333, ""Ti"": 0.3333, ""Zr"": 0.3333}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.jallcom.2025.182667']
"{""A"": {""Gd"": 1.0}, ""B"": {""Ce"": 0.2, ""Hf"": 0.2, ""Sn"": 0.2, ""Ti"": 0.2, ""Zr"": 0.2}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1007/s12034-024-03331-z']
"{""A"": {""Dy"": 0.2, ""Er"": 0.2, ""Gd"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Hf"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.jmst.2021.05.054']
"{""A"": {""Eu"": 0.2, ""Gd"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2}, ""B"": {""Hf"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.ceramint.2022.09.041']
"{""A"": {""Eu"": 1.0}, ""B"": {""Nb"": 0.2, ""Ta"": 0.2, ""Y"": 0.2, ""Yb"": 0.2, ""Zr"": 0.2}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.jeurceramsoc.2024.01.078']
"{""A"": {""Gd"": 0.5, ""La"": 0.5}, ""B"": {""Ce"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""Yb"": 0.2, ""Zr"": 0.2}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.ceramint.2025.07.098']
"{""A"": {""La"": 0.07, ""Lu"": 0.3, ""Nd"": 0.07, ""Tm"": 0.26, ""Yb"": 0.3}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.jeurceramsoc.2025.117466']
"{""A"": {""Ce"": 0.2, ""Eu"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2}, ""B"": {""Ce"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1007/s12613-024-2853-4']
"{""A"": {""Er"": 0.2, ""Gd"": 0.2, ""Tm"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}","['https://doi.org/10.1007/s11666-024-01744-0', 'https://doi.org/10.1016/j.ceramint.2023.03.205', 'https://doi.org/10.1016/j.jeurceramsoc.2023.12.039']"
"{""A"": {""Gd"": 0.2, ""La"": 0.2, ""Pr"": 0.2, ""Sm"": 0.2, ""Y"": 0.2}, ""B"": {""Ce"": 0.8, ""Zr"": 0.2}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.corsci.2023.111199']
"{""A"": {""Gd"": 0.2, ""La"": 0.2, ""Pr"": 0.2, ""Sm"": 0.2, ""Y"": 0.2}, ""B"": {""Ce"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.corsci.2023.111199']
"{""A"": {""Dy"": 0.2, ""Er"": 0.2, ""Hf"": 0.2, ""Ho"": 0.2, ""Tm"": 0.2}, ""B"": {""Hf"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.surfcoat.2025.132183']
"{""A"": {""Ce"": 0.0667, ""Eu"": 0.6667, ""Hf"": 0.0667, ""Ta"": 0.0667, ""Y"": 0.0667, ""Zr"": 0.0667}, ""B"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.ceramint.2024.07.142']
"{""A"": {""Ce"": 0.2, ""Eu"": 0.2, ""Gd"": 0.2, ""La"": 0.2, ""Sm"": 0.2}, ""B"": {""Ce"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.ceramint.2024.12.227']
"{""A"": {""Dy"": 0.0833, ""Er"": 0.0833, ""Eu"": 0.0833, ""Gd"": 0.0833, ""Ho"": 0.0833, ""La"": 0.0833, ""Lu"": 0.0833, ""Nd"": 0.0833, ""Sm"": 0.0833, ""Tm"": 0.0833, ""Y"": 0.0833, ""Yb"": 0.0833}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1007/s11666-025-02033-0']
"{""A"": {""Dy"": 0.2, ""Eu"": 0.2, ""Gd"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2}, ""B"": {""Ce"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1111/jace.18155']
"{""A"": {""Ce"": 0.2, ""Eu"": 0.2, ""La"": 0.2, ""Pr"": 0.2, ""Sm"": 0.2}, ""B"": {""Hf"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.corsci.2022.110714']
"{""A"": {""Dy"": 0.2, ""Er"": 0.2, ""Ho"": 0.2, ""Tm"": 0.2, ""Y"": 0.2}, ""B"": {""Hf"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1111/jace.20664']
"{""A"": {""Gd"": 0.2, ""La"": 0.2, ""Pr"": 0.2, ""Sm"": 0.2, ""Y"": 0.2}, ""B"": {""Ce"": 0.5, ""Zr"": 0.5}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.corsci.2023.111199']
"{""A"": {""Yb"": 1.0}, ""B"": {""Ce"": 0.2, ""Hf"": 0.2, ""Sn"": 0.2, ""Ti"": 0.2, ""Zr"": 0.2}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.jeurceramsoc.2024.116844']
"{""A"": {""Eu"": 0.2, ""Gd"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Yb"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.corsci.2023.111529']
"{""A"": {""Er"": 0.25, ""Tm"": 0.25, ""Y"": 0.25, ""Yb"": 0.25}, ""B"": {""Si"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.jeurceramsoc.2024.05.065']
"{""A"": {""Gd"": 0.2, ""La"": 0.2, ""Pr"": 0.2, ""Sm"": 0.2, ""Y"": 0.2}, ""B"": {""Ce"": 0.2, ""Zr"": 0.8}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1016/j.corsci.2023.111199']
"{""A"": {""Ce"": 0.2, ""Dy"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Y"": 0.2}, ""B"": {""Sn"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1007/s10008-022-05369-7']
"{""A"": {""Ca"": 0.2, ""Ce"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Y"": 0.2}, ""B"": {""Sn"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1007/s10008-024-06092-1']
"{""A"": {""Ca"": 0.2, ""Ce"": 0.2, ""La"": 0.2, ""Mg"": 0.2, ""Y"": 0.2}, ""B"": {""Al"": 0.5, ""Sn"": 0.5}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}",['https://doi.org/10.1007/s11581-024-05899-2']
"{""A"": {""Er"": 0.2, ""Gd"": 0.2, ""Lu"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}, ""B"": {""Zr"": 1.0}, ""C"": {""O"": 1.0}}",Gd2Ti2O7,pyrochlore,"{'A': 2, 'B': 2, 'C': 7}","['https://doi.org/10.1016/j.ceramint.2025.07.275', 'https://doi.org/10.1016/j.jmst.2021.07.053']"
"{""A"": {""Hf"": 0.25, ""Nb"": 0.25, ""Ta"": 0.25, ""Zr"": 0.25}, ""B"": {""C"": 1.0}}",NaCl,rock-salt,"{'A': 1, 'B': 1}","['https://doi.org/10.1038/s41598-018-26827-1', 'https://doi.org/10.1016/j.jeurceramsoc.2020.04.023']"
"{""A"": {""Hf"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""Zr"": 0.2}, ""B"": {""C"": 1.0}}",NaCl,rock-salt,"{'A': 1, 'B': 1}","['https://doi.org/10.1016/j.jeurceramsoc.2019.12.056', 'https://doi.org/10.1111/jace.17103', 'https://doi.org/10.1111/jace.17443', 'https://doi.org/10.1016/j.ceramint.2020.04.230', 'https://doi.org/10.1038/s41467-018-07160-7', 'https://doi.org/10.1016/j.jeurceramsoc.2021.05.002', 'https://doi.org/10.1111/jace.16672', 'https://doi.org/10.1111/jace.16295', 'https://doi.org/10.1016/j.actamat.2018.12.054']"
"{""A"": {""Hf"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""V"": 0.2}, ""B"": {""C"": 1.0}}",NaCl,rock-salt,"{'A': 1, 'B': 1}","['https://doi.org/10.1038/s41467-018-07160-7', 'https://doi.org/10.1007/s10853-021-06004-y', 'https://doi.org/10.1016/j.actamat.2018.12.054']"
"{""A"": {""Nb"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""V"": 0.2, ""W"": 0.2}, ""B"": {""C"": 1.0}}",NaCl,rock-salt,"{'A': 1, 'B': 1}","['https://doi.org/10.1038/s41467-018-07160-7', 'https://doi.org/10.1007/s10853-021-06004-y', 'https://doi.org/10.1016/j.actamat.2018.12.054']"
"{""A"": {""Hf"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""W"": 0.2, ""Zr"": 0.2}, ""B"": {""C"": 1.0}}",NaCl,rock-salt,"{'A': 1, 'B': 1}","['https://doi.org/10.1038/s41467-018-07160-7', 'https://doi.org/10.1016/j.actamat.2018.12.054', 'https://doi.org/10.1016/j.matdes.2021.109932']"
"{""A"": {""Hf"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""W"": 0.2}, ""B"": {""C"": 1.0}}",NaCl,rock-salt,"{'A': 1, 'B': 1}","['https://doi.org/10.1038/s41467-018-07160-7', 'https://doi.org/10.1016/j.actamat.2018.12.054']"
"{""A"": {""Mo"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""V"": 0.2, ""W"": 0.2}, ""B"": {""C"": 1.0}}",NaCl,rock-salt,"{'A': 1, 'B': 1}","['https://doi.org/10.1016/j.matdes.2021.109932', 'https://doi.org/10.1038/s41467-018-07160-7', 'https://doi.org/10.1016/j.actamat.2018.12.054', 'https://doi.org/10.1016/j.jeurceramsoc.2020.03.020']"
"{""A"": {""Hf"": 0.2, ""Mo"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2}, ""B"": {""C"": 1.0}}",NaCl,rock-salt,"{'A': 1, 'B': 1}","['https://doi.org/10.1038/s41467-018-07160-7', 'https://doi.org/10.1016/j.actamat.2018.12.054', 'https://doi.org/10.1016/j.ceramint.2020.04.230']"
"{""A"": {""Nb"": 0.25, ""Ti"": 0.25, ""V"": 0.25, ""Zr"": 0.25}, ""B"": {""C"": 1.0}}",NaCl,rock-salt,"{'A': 1, 'B': 1}",['https://doi.org/10.1016/j.actamat.2019.03.021']
"{""A"": {""Nb"": 0.3333, ""Ti"": 0.3333, ""V"": 0.3333}, ""B"": {""C"": 0.6667, ""N"": 0.1, ""X"": 0.2333}}",NaCl,rock-salt,"{'A': 1, 'B': 1}",['https://doi.org/10.1063/1.5054954']
"{""A"": {""Nb"": 0.25, ""Ti"": 0.5, ""V"": 0.25}, ""B"": {""C"": 0.75, ""N"": 0.075, ""X"": 0.175}}",NaCl,rock-salt,"{'A': 1, 'B': 1}",['https://doi.org/10.1063/1.5054954']
"{""A"": {""Nb"": 0.2, ""Ta"": 0.2, ""Ti"": 0.4, ""V"": 0.2}, ""B"": {""C"": 0.8, ""N"": 0.06, ""X"": 0.14}}",NaCl,rock-salt,"{'A': 1, 'B': 1}",['https://doi.org/10.1063/1.5054954']
"{""A"": {""Mo"": 0.2857, ""Nb"": 0.1429, ""Ti"": 0.2857, ""V"": 0.1429, ""W"": 0.1429}, ""B"": {""C"": 0.6286, ""N"": 0.1429, ""X"": 0.2286}}",NaCl,rock-salt,"{'A': 1, 'B': 1}",['https://doi.org/10.1063/1.5054954']
"{""A"": {""Mo"": 0.25, ""Nb"": 0.125, ""Ta"": 0.125, ""Ti"": 0.25, ""V"": 0.125, ""W"": 0.125}, ""B"": {""C"": 0.75, ""N"": 0.0375, ""X"": 0.2125}}",NaCl,rock-salt,"{'A': 1, 'B': 1}",['https://doi.org/10.1063/1.5054954']
"{""A"": {""Mo"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""Zr"": 0.2}, ""B"": {""C"": 1.0}}",NaCl,rock-salt,"{'A': 1, 'B': 1}",['https://doi.org/10.1016/j.jmst.2019.07.056']
"{""A"": {""Hf"": 0.25, ""Mo"": 0.25, ""Ta"": 0.25, ""Ti"": 0.25}, ""B"": {""C"": 1.0}}",NaCl,rock-salt,"{'A': 1, 'B': 1}",['https://doi.org/10.3390/e21050474']
"{""A"": {""Nb"": 0.25, ""Ta"": 0.25, ""Ti"": 0.25, ""Zr"": 0.25}, ""B"": {""C"": 1.0}}",NaCl,rock-salt,"{'A': 1, 'B': 1}","['https://doi.org/10.1016/j.actamat.2020.06.011', 'https://doi.org/10.1016/j.oceram.2020.100015']"
"{""A"": {""Hf"": 0.18, ""Nb"": 0.21, ""Ta"": 0.17, ""Ti"": 0.2, ""W"": 0.03, ""Zr"": 0.21}, ""B"": {""C"": 1.0}}",NaCl,rock-salt,"{'A': 1, 'B': 1}",['https://doi.org/10.1016/j.jeurceramsoc.2020.05.040']
"{""A"": {""Hf"": 0.125, ""Mo"": 0.125, ""Nb"": 0.125, ""Ta"": 0.125, ""Ti"": 0.125, ""V"": 0.125, ""W"": 0.125, ""Zr"": 0.125}, ""B"": {""C"": 1.0}}",NaCl,rock-salt,"{'A': 1, 'B': 1}",['https://doi.org/10.1002/adts.202000111']
"{""A"": {""Cr"": 0.125, ""Hf"": 0.125, ""Mo"": 0.125, ""Nb"": 0.125, ""Ta"": 0.125, ""Ti"": 0.125, ""V"": 0.125, ""Zr"": 0.125}, ""B"": {""C"": 1.0}}",NaCl,rock-salt,"{'A': 1, 'B': 1}",['https://doi.org/10.1002/adts.202000111']
"{""A"": {""Cr"": 0.125, ""Hf"": 0.125, ""Nb"": 0.125, ""Ta"": 0.125, ""Ti"": 0.125, ""V"": 0.125, ""W"": 0.125, ""Zr"": 0.125}, ""B"": {""C"": 1.0}}",NaCl,rock-salt,"{'A': 1, 'B': 1}",['https://doi.org/10.1002/adts.202000111']
"{""A"": {""Mo"": 0.25, ""Nb"": 0.25, ""Ta"": 0.25, ""W"": 0.25}, ""B"": {""C"": 1.0}}",NaCl,rock-salt,"{'A': 1, 'B': 1}",['https://doi.org/10.1016/j.msea.2020.140520']
"{""A"": {""Hf"": 0.1667, ""Mo"": 0.1667, ""Nb"": 0.1667, ""Ta"": 0.1667, ""Ti"": 0.1667, ""Zr"": 0.1667}, ""B"": {""C"": 1.0}}",NaCl,rock-salt,"{'A': 1, 'B': 1}",['https://doi.org/10.1016/j.jmst.2020.07.019']
"{""A"": {""Co"": 0.25, ""Mg"": 0.25, ""Ni"": 0.25, ""Zn"": 0.25}, ""B"": {""O"": 1.0}}",NaCl,rock-salt,"{'A': 1, 'B': 1}","['https://doi.org/10.1016/j.jeurceramsoc.2016.09.018', 'https://doi.org/10.1038/s41467-018-05774-5']"
"{""A"": {""Co"": 0.2, ""Cu"": 0.2, ""Mg"": 0.2, ""Ni"": 0.2, ""Zn"": 0.2}, ""B"": {""O"": 1.0}}",NaCl,rock-salt,"{'A': 1, 'B': 1}","['https://doi.org/10.1002/adfm.202202892', 'https://doi.org/10.1002/adma.201805004', 'https://doi.org/10.1002/pssr.201600043', 'https://doi.org/10.1002/smll.202200524', 'https://doi.org/10.1007/s10853-018-2168-9', 'https://doi.org/10.1007/s11664-019-07512-z', 'https://doi.org/10.1016/j.cej.2023.147896', 'https://doi.org/10.1016/j.elecom.2019.02.001', 'https://doi.org/10.1016/j.jallcom.2017.02.070', 'https://doi.org/10.1016/j.jallcom.2018.11.049', 'https://doi.org/10.1016/j.jechem.2023.06.041', 'https://doi.org/10.1016/j.jeurceramsoc.2016.09.018', 'https://doi.org/10.1016/j.jpowsour.2023.232852', 'https://doi.org/10.1016/j.jpowsour.2024.234289', 'https://doi.org/10.1016/j.matlet.2018.01.111', 'https://doi.org/10.1016/j.scriptamat.2019.02.039', 'https://doi.org/10.1021/acs.chemmater.9b00624', 'https://doi.org/10.1021/acsaem.4c03317', 'https://doi.org/10.1038/ncomms9485', 'https://doi.org/10.1038/s41467-018-05774-5', 'https://doi.org/10.1038/s41598-017-13810-5', 'https://doi.org/10.1039/c8ta01772g', 'https://doi.org/10.1039/c9ra05508h', 'https://doi.org/10.1063/1.4962135', 'https://doi.org/10.1063/1.5080419', 'https://doi.org/10.1063/1.5091787', 'https://doi.org/10.1080/21663831.2018.1554605', 'https://doi.org/10.1103/physrevmaterials.3.104420', 'https://doi.org/10.1111/ijac.14021', 'https://doi.org/10.1111/jace.16075', 'https://doi.org/10.1111/jace.16511']"
"{""A"": {""Co"": 0.19, ""Cu"": 0.19, ""K"": 0.05, ""Mg"": 0.19, ""Ni"": 0.19, ""Zn"": 0.19}, ""B"": {""O"": 1.0}}",NaCl,rock-salt,"{'A': 1, 'B': 1}",['https://doi.org/10.1038/ncomms9485']
"{""A"": {""Co"": 0.25, ""Cu"": 0.25, ""Mg"": 0.25, ""Ni"": 0.25}, ""B"": {""O"": 1.0}}",NaCl,rock-salt,"{'A': 1, 'B': 1}",['https://doi.org/10.1038/s41467-018-05774-5']
"{""A"": {""Cu"": 0.25, ""Mg"": 0.25, ""Ni"": 0.25, ""Zn"": 0.25}, ""B"": {""O"": 1.0}}",NaCl,rock-salt,"{'A': 1, 'B': 1}",['https://doi.org/10.1038/s41467-018-05774-5']
"{""A"": {""Co"": 0.1667, ""Cu"": 0.1667, ""Mg"": 0.1667, ""Ni"": 0.1667, ""Sc"": 0.1667, ""Zn"": 0.1667}, ""B"": {""O"": 1.0}}",NaCl,rock-salt,"{'A': 1, 'B': 1}","['https://doi.org/10.1002/adma.201805004', 'https://doi.org/10.1557/mrc.2018.184', 'https://doi.org/10.1063/1.4962135']"
